,Time,Sensor001,Sensor048,Sensor108,Sensor148,Sensor198,Sensor298,Sensor358,Sensor430,Sensor498,Sensor548,Sensor598,Sensor798
1082,15/02/2015 01:00,0.0061,0.0098,0.0145,0.01,0.0103,0.1041,0.0082,0.0034,0.0103,0.0077,0.0231,0.0099
1083,15/02/2015 02:00,0.0045,0.0072,0.0129,0.0074,0.0078,0.0873,0.0073,0.0023,0.0078,0.0064,0.0231,0.0084
1084,15/02/2015 03:00,0.0041,0.0049,0.0094,0.0059,0.0052,0.102,0.0043,0.0016,0.0052,0.0045,0.0152,0.008
1085,15/02/2015 04:00,0.0063,0.0047,0.0078,0.0065,0.0052,0.0835,0.004,9.00E-04,0.0052,0.0039,0.0154,0.0106
1086,15/02/2015 05:00,0.012,0.0071,0.0087,0.0103,0.0073,0.0737,0.0059,0.0013,0.0073,0.0058,0.0222,0.0156
1087,15/02/2015 06:00,0.0149,0.0121,0.0119,0.0199,0.0113,0.0622,0.0104,0.0032,0.0113,0.0106,0.0304,0.0225
1088,15/02/2015 07:00,0.0186,0.0165,0.0172,0.0267,0.0159,0.0986,0.017,0.0071,0.0159,0.0128,0.0371,0.0261
1089,15/02/2015 08:00,0.0259,0.0259,0.0239,0.0406,0.0239,0.1079,0.0251,0.0103,0.0239,0.0182,0.0425,0.0373
1090,15/02/2015 09:00,0.0378,0.0399,0.0324,0.0585,0.0353,0.1417,0.0338,0.0151,0.0353,0.0253,0.0603,0.0528
1091,15/02/2015 10:00,0.0386,0.0531,0.0478,0.0701,0.0471,0.1251,0.0409,0.0218,0.0471,0.0327,0.1202,0.0615
1092,15/02/2015 11:00,0.0425,0.0577,0.056,0.068,0.0531,0.0686,0.0463,0.0268,0.0531,0.0384,0.0797,0.063
1093,15/02/2015 12:00,0.0418,0.0659,0.0605,0.0645,0.0587,0.0513,0.0486,0.0317,0.0587,0.0388,0.0808,0.0628
1094,15/02/2015 13:00,0.0447,0.0782,0.0626,0.0653,0.0614,0.0492,0.0506,0.0312,0.0614,0.0427,0.0807,0.0714
1095,15/02/2015 14:00,0.0453,0.0782,0.0675,0.0693,0.0615,0.0532,0.0515,0.0333,0.0615,0.0418,0.0825,0.2252
1096,15/02/2015 15:00,0.0427,0.0691,0.0621,0.0582,0.0616,0.0485,0.0459,0.0323,0.0616,0.04,0.0769,0.1693
1097,15/02/2015 16:00,0.0405,0.0651,0.0577,0.0512,0.0617,0.044,0.0421,0.0288,0.0617,0.0385,0.0776,0.1109
1098,15/02/2015 17:00,0.0378,0.065,0.0547,0.053,0.061,0.041,0.0352,0.0255,0.061,0.0388,0.0793,0.1383
1099,15/02/2015 18:00,0.0328,0.0595,0.0543,0.0506,0.0541,0.0416,0.0315,0.0215,0.0541,0.0375,0.0781,0.0667
1100,15/02/2015 19:00,0.0305,0.0561,0.0529,0.0461,0.0442,0.0384,0.0301,0.0199,0.0442,0.0351,0.0734,0.0561
1101,15/02/2015 20:00,0.0266,0.051,0.05,0.0399,0.0385,0.0326,0.0279,0.0178,0.0385,0.031,0.0725,0.0548
1102,15/02/2015 21:00,0.0223,0.0394,0.0353,0.0321,0.0329,0.024,0.021,0.0139,0.0329,0.0236,0.0631,0.0412
1103,15/02/2015 22:00,0.0165,0.0271,0.0268,0.0253,0.0242,0.0164,0.0154,0.0086,0.0242,0.0168,0.0449,0.0283
1104,15/02/2015 23:00,0.01,0.0154,0.0171,0.0158,0.0151,0.0118,0.01,0.0058,0.0151,0.0121,0.0279,0.0167
1105,16/02/2015 00:00,0.0075,0.0082,0.0112,0.009,0.009,0.0064,0.0073,0.0036,0.009,0.0082,0.017,0.0099
1106,16/02/2015 01:00,0.0042,0.0045,0.0072,0.0058,0.0056,0.0042,0.0051,0.0013,0.0056,0.0043,0.011,0.0074
1107,16/02/2015 02:00,0.0046,0.0037,0.0064,0.0047,0.0048,0.0028,0.0042,7.00E-04,0.0048,0.0044,0.0104,0.0081
1108,16/02/2015 03:00,0.0083,0.0049,0.0071,0.0063,0.0057,0.0026,0.0055,7.00E-04,0.0057,0.005,0.0127,0.0108
1109,16/02/2015 04:00,0.0223,0.0152,0.0173,0.0159,0.0121,0.0044,0.0097,9.00E-04,0.0121,0.0073,0.0258,0.0251
1110,16/02/2015 05:00,0.0686,0.0371,0.0555,0.0394,0.0322,0.0085,0.0244,0.0031,0.0322,0.0137,0.0546,0.058
1111,16/02/2015 06:00,0.0888,0.0629,0.0941,0.0662,0.0612,0.0202,0.0392,0.0076,0.0612,0.0253,0.1096,0.1126
1112,16/02/2015 07:00,0.1173,0.1013,0.0619,0.1275,0.0868,0.0367,0.0525,0.0195,0.0868,0.0353,0.1454,0.1613
1113,16/02/2015 08:00,0.1359,0.0747,0.0704,0.1519,0.0814,0.0483,0.0544,0.0275,0.0814,0.0368,0.1438,0.1515
1114,16/02/2015 09:00,0.0811,0.0497,0.0664,0.1019,0.0696,0.1006,0.051,0.025,0.0696,0.0368,0.1274,0.0725
1115,16/02/2015 10:00,0.0655,0.0617,0.0621,0.0697,0.0639,0.0467,0.0527,0.0239,0.0639,0.0404,0.1017,0.0646
1116,16/02/2015 11:00,0.0509,0.0625,0.0643,0.0668,0.0628,0.0509,0.0529,0.0258,0.0628,0.0425,0.0975,0.1078
1117,16/02/2015 12:00,0.0481,0.0655,0.0642,0.0639,0.0636,0.0548,0.055,0.0335,0.0636,0.0454,0.0942,0.1681
1118,16/02/2015 13:00,0.0534,0.0674,0.0681,0.0659,0.0646,0.0593,0.0564,0.0337,0.0646,0.045,0.0911,0.1506
1119,16/02/2015 14:00,0.0487,0.0763,0.0727,0.0683,0.0682,0.0735,0.0658,0.0522,0.0682,0.0511,0.0984,0.1429
1120,16/02/2015 15:00,0.0429,0.0676,0.0764,0.0741,0.0728,0.0884,0.0725,0.0688,0.0728,0.0535,0.1106,0.1007
1121,16/02/2015 16:00,0.0374,0.0769,0.0809,0.075,0.0753,0.0844,0.073,0.1088,0.0753,0.0528,0.11,0.094
1122,16/02/2015 17:00,0.0391,0.084,0.0786,0.0794,0.0815,0.0835,0.0653,0.2122,0.0815,0.0573,0.1107,0.0559
1123,16/02/2015 18:00,0.0342,0.0725,0.0669,0.0691,0.0679,0.0694,0.0562,0.1931,0.0679,0.0447,0.099,0.0799
1124,16/02/2015 19:00,0.0277,0.0528,0.048,0.0494,0.0476,0.1483,0.0406,0.0475,0.0476,0.0346,0.0812,0.0444
1125,16/02/2015 20:00,0.0219,0.0398,0.0366,0.0355,0.0348,0.2133,0.031,0.0308,0.0348,0.0273,0.0612,0.0358
1126,16/02/2015 21:00,0.0201,0.0324,0.0309,0.0302,0.0294,0.1417,0.0244,0.0232,0.0294,0.0225,0.0541,0.0298
1127,16/02/2015 22:00,0.0159,0.0237,0.0239,0.0231,0.022,0.0196,0.0181,0.0132,0.022,0.0171,0.0388,0.0231
1128,16/02/2015 23:00,0.009,0.0142,0.0168,0.0145,0.0137,0.0127,0.0121,0.007,0.0137,0.0123,0.0256,0.0144
1129,17/02/2015 00:00,0.0052,0.0077,0.0112,0.0074,0.0083,0.0071,0.0079,0.0032,0.0083,0.0091,0.0143,0.0086
1130,17/02/2015 01:00,0.0036,0.0045,0.0072,0.0048,0.0055,0.0041,0.0053,0.0015,0.0055,0.0065,0.0096,0.0079
1131,17/02/2015 02:00,0.0042,0.0037,0.0069,0.0043,0.005,0.0029,0.0046,8.00E-04,0.005,0.0056,0.0099,0.0081
1132,17/02/2015 03:00,0.0095,0.0053,0.0084,0.0063,0.0062,0.0028,0.0063,6.00E-04,0.0062,0.006,0.0129,0.0119
1133,17/02/2015 04:00,0.0248,0.0163,0.0201,0.0162,0.0134,0.0052,0.0114,0.0014,0.0134,0.0092,0.0239,0.028
1134,17/02/2015 05:00,0.0714,0.0394,0.0604,0.0436,0.0355,0.0087,0.0272,0.003,0.0355,0.0161,0.0541,0.0716
1135,17/02/2015 06:00,0.117,0.0739,0.1903,0.0725,0.074,0.0532,0.0423,0.0087,0.0679,0.0275,0.12,0.1812
1136,17/02/2015 07:00,0.1972,0.11,0.1714,0.1445,0.1445,0.2225,0.0542,0.0189,0.0794,0.0429,0.1706,0.2641
1137,17/02/2015 08:00,0.0889,0.1168,0.0745,0.1667,0.1739,0.2302,0.0557,0.0277,0.083,0.041,0.159,0.1138
1138,17/02/2015 09:00,0.0836,0.054,0.1341,0.1395,0.166,0.172,0.0523,0.0242,0.0764,0.0401,0.1274,0.1981
1139,17/02/2015 10:00,0.0703,0.0654,0.2432,0.0812,0.1414,0.0569,0.0555,0.0244,0.0583,0.0437,0.104,0.1118
1140,17/02/2015 11:00,0.0545,0.0668,0.2404,0.0709,0.0793,0.0581,0.0576,0.0308,0.0566,0.0452,0.1051,0.0621
1141,17/02/2015 12:00,0.0532,0.0684,0.0696,0.0666,0.064,0.0608,0.0568,0.0375,0.0581,0.0455,0.0979,0.0619
1142,17/02/2015 13:00,0.0534,0.0696,0.0688,0.0626,0.0612,0.055,0.0581,0.0398,0.0601,0.0465,0.0949,0.0602
1143,17/02/2015 14:00,0.05,0.0935,0.075,0.0673,0.0674,0.0778,0.0714,0.0591,0.0611,0.0547,0.1107,0.0645
1144,17/02/2015 15:00,0.0421,0.0966,0.0787,0.0792,0.0667,0.0897,0.0773,0.0673,0.0655,0.057,0.1144,0.0578
1145,17/02/2015 16:00,0.0383,0.1178,0.0823,0.0785,0.1244,0.0908,0.0798,0.0765,0.0669,0.0582,0.1188,0.0572
1146,17/02/2015 17:00,0.0406,0.1022,0.0816,0.0882,0.0983,0.0861,0.068,0.2946,0.0709,0.0566,0.1159,0.051
1147,17/02/2015 18:00,0.0338,0.07,0.0754,0.0765,0.0633,0.1007,0.0613,0.2603,0.0594,0.0453,0.1094,0.0472
1148,17/02/2015 19:00,0.0291,0.0793,0.0496,0.0547,0.044,0.2137,0.0446,0.0508,0.041,0.0391,0.087,0.0405
1149,17/02/2015 20:00,0.023,0.0545,0.0351,0.037,0.0331,0.1758,0.0334,0.0365,0.032,0.0305,0.0634,0.0288
1150,17/02/2015 21:00,0.0197,0.0348,0.03,0.0309,0.0315,0.0495,0.0265,0.0277,0.0315,0.0229,0.0554,0.0245
1151,17/02/2015 22:00,0.0151,0.0251,0.0257,0.0216,0.0234,0.0203,0.0189,0.0156,0.0234,0.0178,0.0406,0.0184
1152,17/02/2015 23:00,0.0086,0.0152,0.0178,0.0131,0.0143,0.0138,0.0124,0.0083,0.0143,0.0128,0.0273,0.0126
1153,18/02/2015 00:00,0.0052,0.0079,0.0111,0.0067,0.0085,0.0067,0.0088,0.0042,0.0085,0.0088,0.0152,0.0085
1154,18/02/2015 01:00,0.0037,0.0044,0.0069,0.0041,0.0057,0.0033,0.0054,0.0017,0.0057,0.0062,0.009,0.0064
1155,18/02/2015 02:00,0.0042,0.004,0.0062,0.0036,0.0053,0.0021,0.005,0.001,0.0053,0.0056,0.0089,0.0071
1156,18/02/2015 03:00,0.0095,0.0049,0.0081,0.0057,0.0062,0.0023,0.007,6.00E-04,0.0062,0.0057,0.0124,0.0106
1157,18/02/2015 04:00,0.0244,0.0156,0.0182,0.0157,0.0132,0.004,0.012,0.001,0.0132,0.0089,0.0234,0.0256
1158,18/02/2015 05:00,0.07,0.037,0.0611,0.0453,0.0328,0.0096,0.0284,0.0033,0.036,0.0153,0.0507,0.0682
1159,18/02/2015 06:00,0.0931,0.0635,0.1493,0.0724,0.0644,0.0228,0.0444,0.0086,0.0733,0.029,0.1174,0.1438
1160,18/02/2015 07:00,0.1154,0.0673,0.0675,0.1331,0.1253,0.0414,0.0536,0.0197,0.083,0.0421,0.1419,0.2503
1161,18/02/2015 08:00,0.0915,0.0592,0.0729,0.1467,0.1629,0.0524,0.0576,0.0289,0.0794,0.0437,0.1394,0.2537
1162,18/02/2015 09:00,0.0761,0.045,0.0622,0.105,0.0761,0.0488,0.0543,0.0264,0.0643,0.0395,0.1046,0.0977
1163,18/02/2015 10:00,0.0687,0.0603,0.0732,0.0728,0.0619,0.0497,0.0516,0.0274,0.0553,0.0431,0.1136,0.0656
1164,18/02/2015 11:00,0.0569,0.0673,0.0713,0.0676,0.0648,0.0588,0.0525,0.0274,0.0594,0.0454,0.0998,0.0658
1165,18/02/2015 12:00,0.0538,0.068,0.0687,0.067,0.06,0.0616,0.0592,0.039,0.0553,0.0463,0.0995,0.1213
1166,18/02/2015 13:00,0.0571,0.0727,0.0675,0.0725,0.0558,0.0655,0.0588,0.0416,0.06,0.0467,0.0999,0.1217
1167,18/02/2015 14:00,0.0466,0.0893,0.077,0.074,0.0607,0.0798,0.0695,0.062,0.0607,0.057,0.1116,0.0626
1168,18/02/2015 15:00,0.0403,0.0976,0.0754,0.0746,0.0697,0.0943,0.0752,0.079,0.0687,0.058,0.1197,0.0571
1169,18/02/2015 16:00,0.037,0.1401,0.0813,0.0812,0.0922,0.0906,0.0799,0.2192,0.0703,0.0553,0.122,0.0576
1170,18/02/2015 17:00,0.0385,0.1066,0.0824,0.0872,0.0527,0.0881,0.0691,0.3507,0.0734,0.0577,0.1294,0.0515
1171,18/02/2015 18:00,0.034,0.0812,0.0761,0.0816,0.0751,0.0699,0.0606,0.3052,0.0635,0.0447,0.1193,0.0506
1172,18/02/2015 19:00,0.03,0.0896,0.0558,0.0539,0.0593,0.0537,0.0459,0.0873,0.0403,0.0381,0.0928,0.0414
1173,18/02/2015 20:00,0.0245,0.0673,0.0403,0.0428,0.0335,0.0427,0.0349,0.039,0.0317,0.0343,0.07,0.0336
1174,18/02/2015 21:00,0.0232,0.0546,0.0356,0.0336,0.0297,0.0355,0.0309,0.0277,0.0283,0.0264,0.0642,0.0294
1175,18/02/2015 22:00,0.0184,0.0397,0.0263,0.0265,0.0229,0.0265,0.0218,0.0166,0.0186,0.0193,0.049,0.024
1176,18/02/2015 23:00,0.0117,0.029,0.0136,0.0153,0.0179,0.0158,0.0144,0.0093,0.0129,0.0141,0.0316,0.0147
1177,19/02/2015 00:00,0.0083,0.019,0.0102,0.0083,0.0143,0.0105,0.0091,0.0043,0.011,0.0112,0.0204,0.0094
1178,19/02/2015 01:00,0.0054,0.0136,0.0078,0.0052,0.0102,0.0071,0.0072,0.0017,0.0106,0.0075,0.0121,0.0075
1179,19/02/2015 02:00,0.0051,0.0119,0.0075,0.0044,0.0073,0.0059,0.0055,0.0014,0.0088,0.0062,0.0082,0.0087
1180,19/02/2015 03:00,0.0042,0.0115,0.0077,0.0062,0.0068,0.0053,0.0079,5.00E-04,0.0117,0.0063,0.014,0.0122
1181,19/02/2015 04:00,0.025,0.0194,0.0198,0.0166,0.0119,0.0073,0.0127,0.0013,0.0183,0.0089,0.0262,0.0282
1182,19/02/2015 05:00,0.0683,0.0335,0.0611,0.0428,0.0254,0.0117,0.0275,0.003,0.045,0.0156,0.0538,0.0696
1183,19/02/2015 06:00,0.0923,0.0509,0.1602,0.0688,0.0564,0.0232,0.0457,0.009,0.0712,0.0283,0.1013,0.1593
1184,19/02/2015 07:00,0.1715,0.0618,0.0659,0.1263,0.1136,0.0403,0.0538,0.0206,0.0817,0.0432,0.1414,0.2491
1185,19/02/2015 08:00,0.0953,0.0531,0.0674,0.1585,0.1765,0.0513,0.0581,0.0287,0.0805,0.0414,0.1277,0.2465
1186,19/02/2015 09:00,0.0746,0.0457,0.0753,0.0905,0.0834,0.0493,0.0524,0.0285,0.0712,0.0406,0.2847,0.1384
1187,19/02/2015 10:00,0.0646,0.0638,0.1014,0.0752,0.0714,0.0532,0.0585,0.0247,0.0555,0.0426,0.1139,0.0663
1188,19/02/2015 11:00,0.0569,0.0658,0.0793,0.0684,0.0683,0.0586,0.0582,0.0317,0.0556,0.0464,0.1032,0.0628
1189,19/02/2015 12:00,0.0497,0.047,0.0313,0.0476,0.0481,0.0627,0.0579,0.0366,0.0579,0.0456,0.105,0.0627
1190,19/02/2015 13:00,0.0576,0.0481,0.0474,0.0519,0.0561,0.0672,0.0642,0.04,0.0554,0.0462,0.1034,0.0615
1191,19/02/2015 14:00,0.0583,0.0566,0.0777,0.0702,0.061,0.0819,0.0723,0.0602,0.0641,0.0596,0.1071,0.064
1192,19/02/2015 15:00,0.0436,0.0402,0.0789,0.082,0.0655,0.0954,0.0771,0.1238,0.0699,0.057,0.1186,0.0628
1193,19/02/2015 16:00,0.0428,0.0599,0.083,0.0822,0.0533,0.0935,0.0787,0.2887,0.0705,0.0551,0.1205,0.0556
1194,19/02/2015 17:00,0.0413,0.0704,0.0819,0.0898,0.0443,0.0881,0.0684,0.3382,0.0743,0.061,0.1123,0.0515
1195,19/02/2015 18:00,0.0372,0.0852,0.0747,0.0787,0.0772,0.0771,0.0613,0.2979,0.0657,0.0502,0.1093,0.0518
1196,19/02/2015 19:00,0.0329,0.065,0.0633,0.0561,0.0568,0.0644,0.0477,0.1315,0.04,0.0398,0.0782,0.0437
1197,19/02/2015 20:00,0.0266,0.0469,0.058,0.0398,0.0364,0.0578,0.0376,0.0375,0.0317,0.0347,0.0582,0.0315
1198,19/02/2015 21:00,0.0248,0.0388,0.0516,0.0328,0.0322,0.0518,0.0309,0.03,0.0286,0.0289,0.0508,0.0272
1199,19/02/2015 22:00,0.0195,0.0285,0.0434,0.0241,0.0245,0.0434,0.0226,0.0185,0.0203,0.0188,0.047,0.0221
1200,19/02/2015 23:00,0.0125,0.0177,0.0259,0.0151,0.0157,0.0329,0.0151,0.0097,0.0133,0.014,0.0371,0.0137
1201,20/02/2015 00:00,0.0071,0.0096,0.0195,0.0087,0.0095,0.0255,0.0099,0.005,0.0109,0.0099,0.0275,0.0095
1202,20/02/2015 01:00,0.0048,0.0056,0.0174,0.0058,0.0065,0.0214,0.0068,0.0024,0.0095,0.0074,0.0221,0.0081
1203,20/02/2015 02:00,0.0056,0.0046,0.0169,0.0048,0.0056,0.0199,0.0066,0.0015,0.0084,0.0053,0.0206,0.0084
1204,20/02/2015 03:00,0.0109,0.0054,0.021,0.006,0.0063,0.0186,0.0086,0.001,0.0107,0.0058,0.0251,0.011
1205,20/02/2015 04:00,0.0249,0.015,0.0258,0.0159,0.0112,0.0136,0.0128,0.0011,0.019,0.0083,0.0307,0.026
1206,20/02/2015 05:00,0.068,0.0256,0.0584,0.041,0.0233,0.0112,0.0253,0.0031,0.0428,0.0162,0.0547,0.065
1207,20/02/2015 06:00,0.0876,0.0314,0.0721,0.0675,0.0511,0.0216,0.0418,0.0093,0.0663,0.0265,0.0987,0.0886
1208,20/02/2015 07:00,0.1484,0.0358,0.0654,0.1169,0.1365,0.0351,0.0528,0.0194,0.0743,0.0367,0.1323,0.1462
1209,20/02/2015 08:00,0.0843,0.028,0.0663,0.1553,0.159,0.048,0.056,0.0274,0.0768,0.0395,0.122,0.195
1210,20/02/2015 09:00,0.0774,0.0231,0.0843,0.1128,0.0938,0.0537,0.0561,0.0272,0.0648,0.042,0.109,0.0689
1211,20/02/2015 10:00,0.0673,0.0431,0.0708,0.0793,0.0648,0.0565,0.0581,0.0288,0.06,0.0479,0.1796,0.0709
1212,20/02/2015 11:00,0.0533,0.0488,0.0704,0.0723,0.0605,0.0649,0.0613,0.0302,0.0599,0.052,0.0985,0.1239
1213,20/02/2015 12:00,0.0559,0.0521,0.0704,0.0744,0.0586,0.0717,0.0664,0.0378,0.0584,0.0556,0.1059,0.3098
1214,20/02/2015 13:00,0.0614,0.0557,0.0694,0.073,0.0598,0.078,0.0711,0.0413,0.0604,0.0595,0.106,0.2115
1215,20/02/2015 14:00,0.0542,0.0795,0.0802,0.079,0.0599,0.0892,0.0784,0.0793,0.0635,0.061,0.1244,0.166
1216,20/02/2015 15:00,0.0428,0.0636,0.0812,0.0884,0.0648,0.0967,0.0807,0.2767,0.0695,0.0593,0.118,0.1818
1217,20/02/2015 16:00,0.0409,0.0659,0.094,0.0845,0.0651,0.0894,0.077,0.4227,0.064,0.0613,0.1358,0.0546
1218,20/02/2015 17:00,0.0395,0.0664,0.0773,0.0863,0.061,0.0813,0.0673,0.3597,0.071,0.1191,0.1154,0.0539
1219,20/02/2015 18:00,0.0385,0.0513,0.0727,0.0822,0.0551,0.0722,0.0598,0.1454,0.0487,0.0802,0.103,0.0576
1220,20/02/2015 19:00,0.0354,0.0633,0.0571,0.0692,0.046,0.0585,0.0493,0.0451,0.0437,0.0462,0.0891,0.0547
1221,20/02/2015 20:00,0.0281,0.0515,0.0476,0.052,0.0352,0.045,0.0385,0.0272,0.033,0.0446,0.0743,0.041
1222,20/02/2015 21:00,0.0287,0.045,0.0422,0.0419,0.0313,0.0416,0.0342,0.0224,0.0295,0.0349,0.065,0.0407
1223,20/02/2015 22:00,0.0235,0.0362,0.0613,0.0369,0.0258,0.0329,0.0275,0.0163,0.0244,0.0265,0.0551,0.0323
1224,20/02/2015 23:00,0.0147,0.0278,0.0329,0.0239,0.0226,0.0243,0.0191,0.0142,0.0182,0.0209,0.0447,0.0209
1225,21/02/2015 00:00,0.0092,0.0297,0.0198,0.0148,0.018,0.0129,0.015,0.0086,0.0137,0.0172,0.0292,0.0127
1226,21/02/2015 01:00,0.006,0.0196,0.013,0.01,0.0125,0.0071,0.0096,0.0032,0.0111,0.0119,0.0209,0.0102
1227,21/02/2015 02:00,0.0037,0.0161,0.012,0.0083,0.0093,0.0042,0.0053,0.0015,0.0081,0.0105,0.0196,0.0098
1228,21/02/2015 03:00,0.0046,0.0142,0.0106,0.0064,0.0096,0.0037,0.0058,8.00E-04,0.0085,0.0085,0.0166,0.0096
1229,21/02/2015 04:00,0.0109,0.0151,0.0108,0.0083,0.0092,0.0036,0.0094,0.0012,0.011,0.0096,0.0198,0.0134
1230,21/02/2015 05:00,0.0227,0.0184,0.0196,0.0169,0.0118,0.0055,0.0139,0.0024,0.0164,0.0134,0.0284,0.0226
1231,21/02/2015 06:00,0.0274,0.0276,0.0256,0.027,0.0188,0.0114,0.0225,0.0057,0.0204,0.0214,0.0365,0.0322
1232,21/02/2015 07:00,0.0354,0.0381,0.0355,0.0431,0.0242,0.0222,0.0347,0.0126,0.0309,0.0296,0.0472,0.0434
1233,21/02/2015 08:00,0.0491,0.0486,0.0472,0.0633,0.0366,0.0932,0.043,0.0183,0.042,0.0373,0.0585,0.0594
1234,21/02/2015 09:00,0.0499,0.0677,0.0552,0.0819,0.0426,0.0502,0.0535,0.0242,0.0459,0.0451,0.0765,0.092
1235,21/02/2015 10:00,0.0514,0.0771,0.0639,0.0837,0.0467,0.0586,0.061,0.029,0.051,0.0479,0.078,0.0841
1236,21/02/2015 11:00,0.054,0.0832,0.0698,0.0836,0.0472,0.0687,0.0623,0.0331,0.0516,0.0528,0.0763,0.1591
1237,21/02/2015 12:00,0.0536,0.0828,0.077,0.0898,0.051,0.0658,0.0638,0.0378,0.0525,0.049,0.0854,0.199
1238,21/02/2015 13:00,0.0512,0.0684,0.0744,0.0805,0.0664,0.0672,0.0551,0.0367,0.065,0.0478,0.0854,0.1922
1239,21/02/2015 14:00,0.0507,0.0666,0.0768,0.0771,0.0673,0.0666,0.0544,0.0388,0.0673,0.0482,0.0868,0.1116
1240,21/02/2015 15:00,0.0505,0.0688,0.0725,0.0735,0.0671,0.0674,0.0529,0.0427,0.0671,0.0487,0.0891,0.1313
1241,21/02/2015 16:00,0.0504,0.0644,0.0736,0.0725,0.0682,0.0684,0.0505,0.0416,0.0682,0.0491,0.0906,0.2084
1242,21/02/2015 17:00,0.0505,0.0673,0.0718,0.0731,0.0688,0.065,0.0462,0.0387,0.0688,0.0843,0.0934,0.1899
1243,21/02/2015 18:00,0.0437,0.0712,0.067,0.0716,0.0612,0.0577,0.0424,0.0347,0.0612,0.0929,0.0839,0.266
1244,21/02/2015 19:00,0.0349,0.0506,0.0537,0.0568,0.0478,0.0505,0.0337,0.0252,0.0478,0.0738,0.0711,0.2028
1245,21/02/2015 20:00,0.0284,0.0474,0.044,0.0457,0.039,0.205,0.0286,0.0208,0.039,0.0601,0.0659,0.041
1246,21/02/2015 21:00,0.0263,0.045,0.0434,0.0405,0.0383,0.1176,0.0262,0.0187,0.0383,0.0348,0.0594,0.0398
1247,21/02/2015 22:00,0.0238,0.0406,0.0498,0.0387,0.0348,0.0286,0.0252,0.017,0.0348,0.0249,0.0589,0.036
1248,21/02/2015 23:00,0.0154,0.0289,0.0301,0.0256,0.0244,0.0227,0.0177,0.0136,0.0244,0.0202,0.0493,0.0235
1249,22/02/2015 00:00,0.0095,0.0175,0.0208,0.0153,0.0154,0.093,0.0117,0.0078,0.0154,0.0125,0.0324,0.0146
1250,22/02/2015 01:00,0.0059,0.0098,0.0145,0.01,0.0103,0.1041,0.008,0.0034,0.0103,0.0082,0.0231,0.0099
1251,22/02/2015 02:00,0.0047,0.0072,0.0129,0.0074,0.0078,0.0873,0.007,0.0023,0.0078,0.0067,0.0231,0.0084
1252,22/02/2015 03:00,0.0043,0.0049,0.0094,0.0059,0.0052,0.102,0.0043,0.0016,0.0052,0.0043,0.0152,0.008
1253,22/02/2015 04:00,0.0063,0.0047,0.0078,0.0065,0.0052,0.0835,0.0043,9.00E-04,0.0052,0.0041,0.0154,0.0106
1254,22/02/2015 05:00,0.0122,0.0071,0.0087,0.0103,0.0073,0.0737,0.0062,0.0013,0.0073,0.0056,0.0222,0.0156
1255,22/02/2015 06:00,0.0152,0.0121,0.0119,0.0199,0.0113,0.0622,0.0096,0.0034,0.0113,0.0098,0.0304,0.0225
1256,22/02/2015 07:00,0.0185,0.0165,0.0172,0.0267,0.0159,0.0986,0.0159,0.0071,0.0159,0.012,0.0371,0.0261
1257,22/02/2015 08:00,0.0265,0.0259,0.0239,0.0406,0.0239,0.1079,0.0244,0.0097,0.0239,0.0164,0.0425,0.0373
1258,22/02/2015 09:00,0.0373,0.0399,0.0324,0.0585,0.0353,0.1417,0.032,0.0135,0.0353,0.0237,0.0603,0.0528
1259,22/02/2015 10:00,0.0385,0.0531,0.0478,0.0701,0.0471,0.1251,0.0389,0.0196,0.0471,0.0311,0.1202,0.0615
1260,22/02/2015 11:00,0.0434,0.0577,0.056,0.068,0.0531,0.0686,0.0432,0.025,0.0531,0.0369,0.0797,0.063
1261,22/02/2015 12:00,0.042,0.0659,0.0605,0.0645,0.0587,0.0513,0.0469,0.0308,0.0587,0.0372,0.0808,0.0628
1262,22/02/2015 13:00,0.0459,0.0782,0.0626,0.0653,0.0614,0.0492,0.0483,0.0315,0.0614,0.043,0.0807,0.0714
1263,22/02/2015 14:00,0.0466,0.0782,0.0675,0.0693,0.0615,0.0532,0.052,0.0363,0.0615,0.0428,0.0825,0.2252
1264,22/02/2015 15:00,0.0415,0.0691,0.0621,0.0582,0.0616,0.0485,0.0447,0.0337,0.0616,0.0386,0.0769,0.1693
1265,22/02/2015 16:00,0.0375,0.0651,0.0577,0.0512,0.0617,0.044,0.0395,0.0265,0.0617,0.037,0.0776,0.1109
1266,22/02/2015 17:00,0.0346,0.065,0.0547,0.053,0.061,0.041,0.0327,0.0226,0.061,0.0367,0.0793,0.1383
1267,22/02/2015 18:00,0.0299,0.0595,0.0543,0.0506,0.0541,0.0416,0.0293,0.0178,0.0541,0.0342,0.0781,0.0667
1268,22/02/2015 19:00,0.0287,0.0561,0.0529,0.0461,0.0442,0.0384,0.0285,0.0183,0.0442,0.033,0.0734,0.0561
1269,22/02/2015 20:00,0.0253,0.051,0.05,0.0399,0.0385,0.0326,0.0264,0.0168,0.0385,0.0312,0.0725,0.0548
1270,22/02/2015 21:00,0.0214,0.0394,0.0353,0.0321,0.0329,0.024,0.0197,0.0126,0.0329,0.0238,0.0631,0.0412
1271,22/02/2015 22:00,0.0155,0.0271,0.0268,0.0253,0.0242,0.0164,0.0145,0.0072,0.0242,0.0158,0.0449,0.0283
1272,22/02/2015 23:00,0.009,0.0154,0.0171,0.0158,0.0151,0.0118,0.0094,0.0051,0.0151,0.0116,0.0279,0.0167
